timestamp,node,algorithm,cycle,exec_time_ms,trust_score
1786388687.95789,CRYPTO_NODE,ZKP,2,334.45,100.0
1786388687.963555,CRYPTO_NODE,ZKP,3,334.82,100.0
1786388687.9689512,CRYPTO_NODE,ZKP,4,334.63,100.0
1786388687.9745395,CRYPTO_NODE,ZKP,5,334.56,100.0
1786388687.9802077,CRYPTO_NODE,ZKP,6,334.44,100.0
1786388688.0868971,CRYPTO_NODE,ZKP,7,334.46,100.0
1786388688.1946745,CRYPTO_NODE,ZKP,8,334.1,100.0
1786388688.3543088,CRYPTO_NODE,ZKP,9,334.93,100.0
1786388688.6981928,CRYPTO_NODE,ZKP,10,334.83,100.0
1786388689.0381181,CRYPTO_NODE,ZKP,11,334.75,100.0
1786388689.3834064,CRYPTO_NODE,ZKP,12,334.73,100.0
1786388689.7262459,CRYPTO_NODE,ZKP,13,334.74,100.0
1786388690.069305,CRYPTO_NODE,ZKP,14,334.78,100.0
1786388690.2786384,CRYPTO_NODE,ECC,0,111.59,100.0
1786388690.3861592,CRYPTO_NODE,ECC,1,111.35,100.0
1786388690.4934456,CRYPTO_NODE,ECC,2,111.51,100.0
1786388690.6002896,CRYPTO_NODE,ECC,3,111.55,100.0
1786388690.707115,CRYPTO_NODE,ECC,4,111.51,100.0
1786388690.8156278,CRYPTO_NODE,ECC,5,111.54,100.0
1786388690.923452,CRYPTO_NODE,ECC,6,111.52,100.0
1786388691.0430105,CRYPTO_NODE,ECC,7,111.57,100.0
1786388691.1673634,CRYPTO_NODE,ECC,8,111.59,100.0
1786388691.287878,CRYPTO_NODE,ECC,9,111.63,100.0
1786388691.4096937,CRYPTO_NODE,ECC,10,111.49,100.0
1786388691.532474,CRYPTO_NODE,ECC,11,111.68,100.0
1786388691.6545205,CRYPTO_NODE,ECC,12,111.53,100.0
1786388691.7766254,CRYPTO_NODE,ECC,13,111.56,100.0
1786388691.8985744,CRYPTO_NODE,ECC,14,111.67,100.0
1786388692.0198495,CRYPTO_NODE,ECC,15,111.61,100.0
1786388692.2307928,CRYPTO_NODE,ECC,16,111.7,100.0
1786388692.3381143,CRYPTO_NODE,ECC,17,111.74,100.0
1786388692.4456794,CRYPTO_NODE,ECC,18,111.37,100.0
1786388692.553106,CRYPTO_NODE,ECC,19,111.5,100.0
1786388692.660415,CRYPTO_NODE,ECC,20,111.59,100.0
